,1,2,3,4,5,6,7,8,9,normalized,total_demand,total_supply
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9201,0.7411,0.337,0.7384,0.7712,0.4664,110223.9105,16616.2227,0.7542,8.794724196515192,25.187149047851562,42.20779800415039
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9154,0.7048,0.3341,0.7268,0.7665,0.3026,124618.197,16673.1016,0.7442,8.993920950815244,24.790557861328125,42.304969787597656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9211,0.7214,0.3424,0.7335,0.7756,0.304,118343.6019,16701.082,0.7533,8.973948424740117,25.02043914794922,42.286766052246094
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9263,0.746,0.3279,0.7508,0.769,0.323,110563.0517,16728.5703,0.7677,8.98356403264199,25.61083221435547,42.847511291503906
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9251,0.7453,0.3233,0.7512,0.7661,0.3226,110734.3498,16721.1719,0.7676,8.9692860113014,25.624221801757812,42.88025665283203
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9209,0.745,0.3196,0.7482,0.76,0.3219,111250.8326,16734.6289,0.7653,8.958958463509848,25.520286560058594,42.881771087646484
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9278,0.7253,0.3255,0.7527,0.7681,0.3167,118650.5792,16711.7754,0.7695,8.975343553900764,25.67313575744629,42.862220764160156
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9269,0.7584,0.3248,0.7547,0.7673,0.3251,106001.8038,16713.1191,0.7731,8.96793225551809,25.743358612060547,42.845542907714844
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9263,0.746,0.3279,0.7508,0.769,0.323,110563.0517,16728.5703,0.7677,8.98356403264199,25.61083221435547,42.847511291503906
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9324,0.7929,0.3306,0.7594,0.7777,0.3381,92719.3325,16693.7148,0.7771,8.848526588859809,25.901695251464844,43.06514358520508
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9292,0.7894,0.3269,0.7573,0.7739,0.3381,94057.5125,16738.0918,0.7753,8.939795048334243,25.83029556274414,43.13968276977539
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9293,0.7897,0.3282,0.7524,0.7728,0.3378,94361.4195,16716.043,0.7682,8.971403967453803,25.665279388427734,43.093196868896484
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9284,0.689,0.3281,0.7556,0.773,0.305,134027.2596,16665.6934,0.7744,8.955356134250426,25.774738311767578,43.043983459472656
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'))",0.9025,0.751,0.3284,0.7038,0.6972,0.2416,103074.8333,16947.875,0.7107,8.987840488546585,24.00605010986328,38.99573516845703
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'))",0.8408,0.5224,0.3613,0.5925,0.6024,0.1539,164857.8343,16912.8398,0.5643,9.0,20.21172332763672,31.939664840698242
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'))",0.8402,0.5203,0.3594,0.5923,0.6017,0.1539,164826.3703,16924.8535,0.5643,9.0,20.20431900024414,31.951772689819336
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'night'))",0.8406,0.5213,0.3601,0.5935,0.603,0.1543,164966.8697,16926.0156,0.5644,9.0,20.243022918701172,31.95945930480957
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'morning'))",0.8438,0.5231,0.3644,0.5977,0.6125,0.1539,164206.9664,16919.2539,0.5743,9.0,20.386188507080078,31.889421463012695
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.8948,0.6749,0.3235,0.6943,0.6864,0.2124,132034.5842,16953.0273,0.7015,8.973101090270463,23.683725357055664,38.70909118652344
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.8945,0.6735,0.3218,0.6938,0.6848,0.2106,132634.7816,16954.6836,0.7002,8.967987421480789,23.664043426513672,38.728797912597656
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.8948,0.6601,0.3247,0.6968,0.6869,0.2011,134957.1225,16965.5469,0.7052,8.97671073882788,23.769489288330078,38.6386833190918
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.8917,0.6862,0.3178,0.692,0.6813,0.2184,127297.8202,16955.8086,0.6984,8.95595525962273,23.60444450378418,38.72738265991211
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9025,0.751,0.3284,0.7038,0.6972,0.2416,103074.8333,16947.875,0.7107,8.987840488546585,24.00605010986328,38.99573516845703
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9017,0.7464,0.3288,0.7048,0.6953,0.2409,103808.5319,16953.1348,0.7116,8.98904370473239,24.041221618652344,38.921852111816406
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9025,0.7478,0.3278,0.7048,0.6984,0.2413,103646.2131,16956.4961,0.7121,8.986035664267876,24.041290283203125,39.03675842285156
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9019,0.7464,0.329,0.7046,0.6957,0.2427,104316.1628,16965.1953,0.7113,8.989645312825292,24.034278869628906,38.946659088134766
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8983,0.721,0.3216,0.6986,0.6906,0.2349,111478.1552,16954.0469,0.7035,8.967385813387885,23.829458236694336,39.05961227416992
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9025,0.751,0.3284,0.7038,0.6972,0.2416,103074.8333,16947.875,0.7107,8.987840488546585,24.00605010986328,38.99573516845703
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.9009,0.7365,0.3303,0.7074,0.6967,0.23,106317.7691,16996.1953,0.7129,8.99355576542916,24.130584716796875,38.906742095947266
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.9023,0.74,0.3284,0.704,0.696,0.2402,105775.0479,16921.8711,0.7096,8.987840488546585,24.011974334716797,38.994754791259766
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9001,0.6967,0.3285,0.7045,0.6911,0.2064,115065.1554,16971.3477,0.7099,8.988141292593035,24.03179168701172,38.89372634887695
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9014,0.751,0.3262,0.7043,0.6944,0.2395,102408.3723,16954.25,0.7097,8.981222799524652,24.022769927978516,39.00248336791992
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.8434,0.5181,0.3646,0.5968,0.6111,0.1543,165126.2303,16935.6309,0.5711,9.0,20.35749053955078,31.94976234436035
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.8152,0.6058,0.3516,0.5701,0.5871,0.1772,146600.7646,16997.2227,0.506,9.0,19.446735382080078,32.01300048828125
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.8424,0.6058,0.3605,0.598,0.6129,0.1821,147125.9088,17004.5898,0.5649,9.0,20.398941040039062,32.03676223754883
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.836,0.5104,0.3496,0.5874,0.589,0.1536,167933.4734,16978.9785,0.5457,9.0,20.03738784790039,31.988420486450195
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8369,0.5076,0.3534,0.5877,0.5967,0.1539,169896.3241,16949.4453,0.5542,9.0,20.045705795288086,31.996511459350586
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8434,0.5181,0.3646,0.5968,0.6111,0.1543,165126.2303,16935.6309,0.5711,9.0,20.35749053955078,31.94976234436035
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.8944,0.6668,0.3232,0.695,0.6857,0.211,133839.9605,16957.7578,0.7015,8.972198678131107,23.708091735839844,38.69642639160156
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.8872,0.653,0.3306,0.6935,0.6692,0.2032,135914.5847,16998.3203,0.6885,8.994458177568516,23.653972625732422,38.20763397216797
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.8883,0.6826,0.3191,0.6938,0.6757,0.212,127279.5018,16985.0508,0.6992,8.959865712226598,23.666423797607422,38.59049987792969
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.8908,0.6611,0.321,0.693,0.6775,0.2043,134605.4655,16976.9102,0.6985,8.965580989109176,23.638450622558594,38.62052536010742
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8918,0.6886,0.3174,0.6923,0.68,0.2142,125570.46,16960.25,0.6979,8.954752043436924,23.614492416381836,38.72865676879883
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8944,0.6668,0.3232,0.695,0.6857,0.211,133839.9605,16957.7578,0.7015,8.972198678131107,23.708091735839844,38.69642639160156
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9001,0.6967,0.3285,0.7045,0.6911,0.2064,115065.1554,16971.3477,0.7099,8.988141292593035,24.03179168701172,38.89372634887695
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9014,0.751,0.3262,0.7043,0.6944,0.2395,102408.3723,16954.25,0.7097,8.981222799524652,24.022769927978516,39.00248336791992
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9009,0.7365,0.3303,0.7074,0.6967,0.23,106317.7691,16996.1953,0.7129,8.99355576542916,24.130584716796875,38.906742095947266
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9023,0.74,0.3284,0.704,0.696,0.2402,105775.0479,16921.8711,0.7096,8.987840488546585,24.011974334716797,38.994754791259766
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.9022,0.7474,0.3287,0.7032,0.6976,0.2406,103389.5667,16944.791,0.7098,8.988742900685939,23.98780632019043,38.9828987121582
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.904,0.7485,0.3305,0.7068,0.7012,0.2434,103403.5498,16936.5215,0.7139,8.994157373522064,24.10956573486328,38.969417572021484
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9005,0.7133,0.3279,0.7029,0.6933,0.23,112919.2954,16971.9785,0.71,8.986336468314327,23.977088928222656,38.932716369628906
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9029,0.7513,0.3288,0.7039,0.6974,0.2416,102497.029,16947.957,0.7104,8.98904370473239,24.00992202758789,38.98990249633789
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.8429,0.5203,0.3663,0.5957,0.61,0.1539,164980.7921,16915.6348,0.5717,9.0,20.317691802978516,31.91315269470215
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.8413,0.5259,0.3613,0.5938,0.6043,0.1546,163095.9554,16938.084,0.5627,9.0,20.255159378051758,31.93171501159668
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.8392,0.5178,0.3591,0.5913,0.601,0.1539,165556.3684,16910.8691,0.5649,9.0,20.16868782043457,31.885313034057617
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.8381,0.5157,0.3564,0.5896,0.5951,0.1539,166444.1672,16934.5117,0.5556,9.0,20.112335205078125,31.95042610168457
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8406,0.5093,0.3601,0.5925,0.6073,0.1536,169852.511,16918.75,0.5675,9.0,20.211517333984375,31.982553482055664
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8429,0.5203,0.3663,0.5957,0.61,0.1539,164980.7921,16915.6348,0.5717,9.0,20.317691802978516,31.91315269470215
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.8947,0.671,0.3233,0.6939,0.6853,0.2085,132181.339,16952.0566,0.7004,8.972499482177561,23.670480728149414,38.69833755493164
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.8944,0.6678,0.3245,0.6967,0.6854,0.2092,133514.8952,16966.8379,0.7053,8.976109130734978,23.762765884399414,38.62823486328125
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.8909,0.6872,0.3181,0.6919,0.681,0.2156,126721.751,16944.582,0.6992,8.956857671762084,23.59932518005371,38.70360565185547
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.8911,0.6707,0.3184,0.6947,0.6781,0.2061,130269.4786,16943.1602,0.7042,8.957760083901439,23.697282791137695,38.64139938354492
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8793,0.5495,0.3166,0.7008,0.6784,0.155,164403.7216,16798.7168,0.7136,8.952345611065311,23.902677536010742,38.46731185913086
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8947,0.671,0.3233,0.6939,0.6853,0.2085,132181.339,16952.0566,0.7004,8.972499482177561,23.670480728149414,38.69833755493164
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9005,0.7133,0.3279,0.7029,0.6933,0.23,112919.2954,16971.9785,0.71,8.986336468314327,23.977088928222656,38.932716369628906
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9029,0.7513,0.3288,0.7039,0.6974,0.2416,102497.029,16947.957,0.7104,8.98904370473239,24.00992202758789,38.98990249633789
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9022,0.7474,0.3287,0.7032,0.6976,0.2406,103389.5667,16944.791,0.7098,8.988742900685939,23.98780632019043,38.9828987121582
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.904,0.7485,0.3305,0.7068,0.7012,0.2434,103403.5498,16936.5215,0.7139,8.994157373522064,24.10956573486328,38.969417572021484
"(('V_CO', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9025,0.751,0.3284,0.7038,0.6972,0.2416,103074.8333,16947.875,0.7107,8.987840488546585,24.00605010986328,38.99573516845703
"(('V_CO', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9017,0.7464,0.3288,0.7048,0.6953,0.2409,103808.5319,16953.1348,0.7116,8.98904370473239,24.041221618652344,38.921852111816406
"(('V_CO', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9025,0.7478,0.3278,0.7048,0.6984,0.2413,103646.2131,16956.4961,0.7121,8.986035664267876,24.041290283203125,39.03675842285156
"(('V_CO', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9019,0.7464,0.329,0.7046,0.6957,0.2427,104316.1628,16965.1953,0.7113,8.989645312825292,24.034278869628906,38.946659088134766
"(('V_CO', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8983,0.721,0.3216,0.6986,0.6906,0.2349,111478.1552,16954.0469,0.7035,8.967385813387885,23.829458236694336,39.05961227416992
"(('V_CO', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9025,0.751,0.3284,0.7038,0.6972,0.2416,103074.8333,16947.875,0.7107,8.987840488546585,24.00605010986328,38.99573516845703
"(('V_CO', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.8406,0.5213,0.3601,0.5935,0.603,0.1543,164966.8697,16926.0156,0.5644,9.0,20.243022918701172,31.95945930480957
"(('V_CO', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8438,0.5231,0.3644,0.5977,0.6125,0.1539,164206.9664,16919.2539,0.5743,9.0,20.386188507080078,31.889421463012695
"(('V_CO', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8408,0.5224,0.3613,0.5925,0.6024,0.1539,164857.8343,16912.8398,0.5643,9.0,20.21172332763672,31.939664840698242
"(('V_CO', 'night'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8402,0.5203,0.3594,0.5923,0.6017,0.1539,164826.3703,16924.8535,0.5643,9.0,20.20431900024414,31.951772689819336
"(('V_CO', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.8948,0.6601,0.3247,0.6968,0.6869,0.2011,134957.1225,16965.5469,0.7052,8.97671073882788,23.769489288330078,38.6386833190918
"(('V_CO', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8917,0.6862,0.3178,0.692,0.6813,0.2184,127297.8202,16955.8086,0.6984,8.95595525962273,23.60444450378418,38.72738265991211
"(('V_CO', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8948,0.6749,0.3235,0.6943,0.6864,0.2124,132034.5842,16953.0273,0.7015,8.973101090270463,23.683725357055664,38.70909118652344
"(('V_CO', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8945,0.6735,0.3218,0.6938,0.6848,0.2106,132634.7816,16954.6836,0.7002,8.967987421480789,23.664043426513672,38.728797912597656
"(('V_CO', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9025,0.751,0.3284,0.7038,0.6972,0.2416,103074.8333,16947.875,0.7107,8.987840488546585,24.00605010986328,38.99573516845703
"(('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'))",0.9105,0.7725,0.3167,0.7324,0.736,0.3353,100799.5357,16890.6543,0.7417,8.952646415111763,24.98212432861328,40.87810516357422
"(('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'))",0.8933,0.6802,0.321,0.6985,0.7267,0.2899,133492.8362,16899.4707,0.7074,8.965580989109176,23.824562072753906,40.136348724365234
"(('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'))",0.8938,0.6805,0.325,0.6944,0.73,0.2899,133463.4407,16897.8848,0.7014,8.977613150967235,23.68655014038086,40.09592819213867
"(('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'night'))",0.8926,0.6869,0.3212,0.697,0.7273,0.3815,130488.9463,16861.7012,0.6995,8.901178071110493,23.773160934448242,40.0549430847168
"(('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'morning'))",0.8956,0.6809,0.3286,0.6969,0.7338,0.2902,133402.052,16886.7598,0.7062,8.988442096639487,23.772186279296875,40.017948150634766
"(('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.8809,0.4192,0.3061,0.6988,0.6828,0.1117,215689.5843,17132.75,0.7122,8.92076118618791,23.836040496826172,38.34257125854492
"(('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.8814,0.4294,0.307,0.7019,0.6827,0.1113,213539.9197,17134.2969,0.7182,8.923468422605971,23.9425106048584,38.32650375366211
"(('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.8832,0.447,0.3071,0.7033,0.6848,0.1134,208353.6332,17135.1094,0.7202,8.923769226652425,23.9898738861084,38.342628479003906
"(('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.8822,0.4357,0.308,0.7037,0.684,0.1113,211497.2258,17134.5449,0.7209,8.926476463070486,24.002763748168945,38.32065200805664
"(('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9105,0.7725,0.3167,0.7324,0.736,0.3353,100799.5357,16890.6543,0.7417,8.952646415111763,24.98212432861328,40.87810516357422
"(('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.908,0.7746,0.31,0.7283,0.7303,0.336,100094.5471,16916.5312,0.7356,8.932492543999516,24.84246063232422,40.96499252319336
"(('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9083,0.7725,0.315,0.7256,0.7332,0.335,100655.0059,16903.9609,0.7321,8.94753274632209,24.749935150146484,40.847442626953125
